SMILES,MDR1-MDCK2
CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=C(F)C=CC=C1,705000
[H]N([H])C([H])([H])C([H])([H])O\N=C(\C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],317000
[H]N([H])C(=N\N=C(/[H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl)N([H])[H],598000
NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,130000
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,556000
CCOC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=C(N1)C=C(C=C2)N1CCN(C)CC1,3400
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,393000
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,8700
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,616000
CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,571000
CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1,748000
CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,316000
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,40900
COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1,347000
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,842000
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,77700
CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,264000
CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1,448000
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,8300
CNCCCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1,455000
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,714000
CNC(C)(C)CC1=CC=CC=C1,537000
CCCC(C)(COC(N)=O)COC(N)=O,344000
C(C1CN2CCC1CC2)N1C2=C(SC3=C1C=CC=C3)C=CC=C2,260000
CN1C=C2C[C@@H]3[C@H](C[C@@H](CNC(=O)OCC4=CC=CC=C4)CN3C)C3=C2C1=CC=C3,179000
CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,10500
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1,174000
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,296000
CC(N)COC1=C(C)C=CC=C1C,682000
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,609000
OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O,1900
CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,102000
Cl.O[C@H]1CC[C@@]2(O)[C@H]3CC4=C5C(O[C@@H]1[C@@]25CCN3CC1CCC1)=C(O)C=C4,140000
OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C,495000
OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC1CC1,402000
CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,35300
CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,6900
COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,614000
COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,610000
[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,389000
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,604000
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,647000
CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,337000
COC1=C(OC)C2=C(C=C1)[C@H](OC2=O)[C@@H]1N(C)CCC2=CC3=C(OCO3)C(OC)=C12,642000
CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1,308000
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,1300
OCCN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,305000
CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,308000
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,1800
CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,12400
COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1=CC=CO1,143000
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,703000
NC(=O)CCCN\C(C1=CC=C(Cl)C=C1)=C1/C=C(F)C=CC1=O,684000
CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2,336000
CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,430000
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,496000
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,259000
COC1=CC=C(CC(N)C(=O)NC2C(CO)OC(C2O)N2C=NC3=C2N=CN=C3N(C)C)C=C1,11500
CN(C)C(=O)OC1=C[N+](C)=CC=C1,10200
COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C,36400
[H]N(\C(N([H])C([H])([H])C([H])([H])SC([H])([H])C1=C([H])C([H])=C(O1)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])=C(\[H])[N+]([O-])=O)C([H])([H])[H],14400
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,68100
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,389000
CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,15800
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1,1500
CN1[C@H]2CC(C[C@H]1[C@@H]1O[C@H]21)OC(=O)C(CO)C1=CC=CC=C1,171000
C[C@H](CC1=CC=CC=C1)N(C)CC#C,703000
OC(=O)C1=C\C(C=CC1=O)=N\NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,6200
CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,9500
NC1=C2CCCCC2=NC2=C1C=CC=C2,438000
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,65600
ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,747000
NC1=NC2=C(N=C(C(N)=N2)C2=CC=CC=C2)C(N)=N1,185000
COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,73900
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,405000
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,415000
CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,10000
CC[C@]1(O)C[C@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,2400
CCC1=CC2CN(C1)CC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,2500
[H]OC1=C(C(=O)C2=C([H])C([H])=C([H])C([H])=C2O1)C([H])(C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C(=O)C([H])([H])[H],781000
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@@H]3C[C@H]12,429000
CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1,676000
CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2,2500
CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,694000
CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1,43400
CC(C)NCC(O)COC1=CC=CC=C1CC=C,467000
NC12CC3CC(CC(C3)C1)C2,405000
Cl.CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,636000
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,703000
CN1N(C(=O)C=C1C)C1=CC=CC=C1,742000
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=C(C=CC=C3)N2CC2=CC=C(F)C=C2)C=C1,408000
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,3200
OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,491000
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C,245000
CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,500000
Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,517000
NC(=O)N1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,592000
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,217000
CCN(CC)CCCC(C)NC1=CC=NC2=C1C=CC(Cl)=C2,172000
CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,436000
CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,477000
CN(C)CCC=C1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2,328000
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,18900
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC,336000
CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,429000
CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,526000
ClC1=CC=CC(Cl)=C1NC1=NCCN1,522000
COC1=C(OC)C(OC)=C2C(CC[C@H](NC(C)=O)C3=CC(=O)C(OC)=CC=C23)=C1,202000
CN(C)CCC=C1C2=C(C=CC=C2)C=CC2=C1C=CC=C2,375000
CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,153000
COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)C(C)=O)C2=O,77700
CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,568000
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,537000
COC1=CC=C(C=C1)C1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)C1OC(C)=O,676000
CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,637000
OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1,646000
ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=CC=CC=C45)CC3)C(=O)NC2=C1,577000
CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,635000
CN(C)CC\C=C1/C2=C(COC3=C1C=CC=C3)C=CC=C2,622000
COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)C(=O)CO)C2=O,9700
CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,302000
CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,663000
CC[C@H]1CN2CCC3=CC(OC)=C(OC)C=C3[C@@H]2C[C@@H]1C[C@H]1NCCC2=CC(OC)=C(OC)C=C12,281000
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,13500
COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12,60600
CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,226000
CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1,552000
CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,617000
CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=C(F)C=CC=C1,621000
[H]N([H])C([H])([H])C([H])([H])O\N=C(\C1=C([H])C([H])=C(C([H])=C1[H])C(F)(F)F)C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],380000
[H]N([H])C(=N\N=C(/[H])C1=C(Cl)C([H])=C([H])C([H])=C1Cl)N([H])[H],543000
NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl,159000
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,579000
CCOC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=C(N1)C=C(C=C2)N1CCN(C)CC1,26000
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,414000
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,176000
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,597000
CCC(C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,552000
CNC1(CCCCC1=O)C1=C(Cl)C=CC=C1,695000
CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1,323000
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,362000
COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1,535000
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,825000
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,773000
CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,502000
CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1,648000
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,7300
CNCCCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1,480000
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,648000
CNC(C)(C)CC1=CC=CC=C1,468000
CCCC(C)(COC(N)=O)COC(N)=O,334000
C(C1CN2CCC1CC2)N1C2=C(SC3=C1C=CC=C3)C=CC=C2,731000
CN1C=C2C[C@@H]3[C@H](C[C@@H](CNC(=O)OCC4=CC=CC=C4)CN3C)C3=C2C1=CC=C3,216000
CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,7100
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2CC3=CN(C)C4=CC=CC(=C34)C2=C1,753000
COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,359000
CC(N)COC1=C(C)C=CC=C1C,593000
CC1=NC=C2CN=C(C3=C(F)C=CC=C3)C3=C(C=CC(Cl)=C3)N12,613000
OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O,6400
CC[C@]1(CC[C@@H](O1)[C@@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@H](C)[C@H](OC)[C@@H](C)C(O)=O)O1)[C@H]1O[C@@H](C[C@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,294000
OC1CCC2(O)C3CC4=C5C(OC1C25CCN3CC1CCC1)=C(O)C=C4,303000
OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC=C,638000
OC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5CC1CC1,418000
CC1=C(C=CC=C1O)C(=O)N[C@@H](CSC1=CC=CC=C1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,786000
CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,15400
COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,661000
COC(=O)C1=C(C)NC(C)=C(C1C1=C(C=CC=C1)[N+]([O-])=O)C(=O)OC,765000
[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,456000
CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC,483000
ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2)C=C1,602000
CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,468000
COC1=C(OC)C2=C(C=C1)[C@H](OC2=O)[C@@H]1N(C)CCC2=CC3=C(OCO3)C(OC)=C12,661000
CC(C)NCC(O)COC1=C(OCC=C)C=CC=C1,420000
CC(=O)O[C@@H]1C2=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C1=O)OC(C)=O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C1=CC=CC=C1)C1=CC=CC=C1,135000
OCCN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,449000
CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,434000
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1,6400
CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1,16400
COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N1CCN(CC1)C(=O)C1=CC=CO1,661000
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,665000
NC(=O)CCCN\C(C1=CC=C(Cl)C=C1)=C1/C=C(F)C=CC1=O,601000
CN(C)CCCN1C2=C(SC3=C1C=CC=C3)C=CC=C2,388000
CC(CN1C2=C(SC3=C1C=CC=C3)C=CC=C2)N(C)C,548000
CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,514000
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,613000
COC1=CC=C(CC(N)C(=O)NC2C(CO)OC(C2O)N2C=NC3=C2N=CN=C3N(C)C)C=C1,35600
CN(C)C(=O)OC1=C[N+](C)=CC=C1,12600
COC1=CC2=C(C=CN=C2C=C1)[C@H](O)[C@H]1C[C@@H]2CCN1C[C@@H]2C=C,990000
[H]N(\C(N([H])C([H])([H])C([H])([H])SC([H])([H])C1=C([H])C([H])=C(O1)C([H])([H])N(C([H])([H])[H])C([H])([H])[H])=C(\[H])[N+]([O-])=O)C([H])([H])[H],19500
CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=C4C=CC(OC)=C5)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,253000
CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,627000
CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,852000
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC1=CC=CC=C1)NC(=O)C(CC(N)=O)NC(=O)C1=NC2=C(C=CC=C2)C=C1,395000
CN1[C@H]2CC(C[C@H]1[C@@H]1O[C@H]21)OC(=O)C(CO)C1=CC=CC=C1,194000
C[C@H](CC1=CC=CC=C1)N(C)CC#C,535000
OC(=O)C1=C\C(C=CC1=O)=N\NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,10300
CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1,13000
NC1=C2CCCCC2=NC2=C1C=CC=C2,409000
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,306000
ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1,698000
NC1=NC2=C(N=C(C(N)=N2)C2=CC=CC=C2)C(N)=N1,184000
COC1=CC(CC2=C(N)N=C(N)N=C2)=CC(OC)=C1OC,267000
CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,372000
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,718000
CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,232000
CC[C@]1(O)C[C@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,14900
CCC1=CC2CN(C1)CC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1,176000
CC(=O)CC(C1=CC=CC=C1)C1=C(O)OC2=CC=CC=C2C1=O,646000
COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCC4=C(NC5=CC=CC=C45)[C@@H]3C[C@H]12,501000
CN(C)C\C=C(\C1=CC=C(Br)C=C1)C1=CC=CN=C1,685000
CN(C)CCC1=CNC2=C1C=C(C[C@H]1COC(=O)N1)C=C2,6300
CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,788000
CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC(\C=C\C(O)=O)=N1,16200
CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,401000
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=C(C=CC=C3)N2CC2=CC=C(F)C=C2)C=C1,461000
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,40000
CN\C(NC#N)=N/CCSCC1=C(C)NC=N1,5200
COC1=CC=C(C=C1)C1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)C1OC(C)=O,465000
ClC1=CC=C2N(C3CCN(CCCN4C(=O)NC5=CC=CC=C45)CC3)C(=O)NC2=C1,157000
CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,429000
CC(=O)OCC(CCN1C=NC2=C1N=C(N)N=C2)COC(C)=O,119000
CCOC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=C(N1)C=C(C=C2)N1CCN(C)CC1,7800
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=CC=CC=C12,85000
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1,73700
COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1,478000
CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1,456000
